quote;rating;date;fullrev;Hotel;Region;Location;hotelid;Naslov;Lat;Long
One of the best spa in Slovenia;5;18.11.2012;We spent 3 lovely days in this Spa Hotel. I think that price 60€ (room with breakfast per night) is great!Hotel is new, modern and rooms also. Rooms are renovated - lcd tv, great bed, modern and clean bathroom, mini bar, great heating, fast wifi. Bad thing - the room is bit small and no balcony.No limit access to spa and fitness (from 7 till 22h). Spa area is great and on 2 floors. It is imitation of real Roman thermal bath. Water very clean and hot (33C) so you can take a swimm even its snowing, underwater massages, jacuzzi...Hotel staff - great.I do recommend!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Rimske Terme , What a great story to be toled.;5;5.11.2012;All the best to team on that beautifull spa resort. Great park whit energy spots. Beautifull pool, sauna and gym to exercise too. A relaxing massage all kinds of it. Yes there was great and not too expencive.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
perfect;5;4.11.2012;We just returned from a long weekend in Slovenia, the country we admire and visit every year. This time we chose Rimske terme, hotel Rimski dvor and I think we will revisit as soon as possible. The nature is beyond lovely with sequoia trees over 100 years old and hills and green pastures. It is secluded so it is a perfect getaway. Rooms are clean, huge and modern with a lovely touches such as old mirror or latin proverbs etc. Staff are friendly and nice young people . And the spa..saunas, massages, fitness...it is a bliss! The outdoor swimming pool is pure pleasure. Swimming in a warm water and watching snowy hills and inhaling cold morning air is priceless. If you want to rest, really rest, body and soul, Rimski dvor is the right place to be.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Excellent value;4;24.09.2012;Rimske terme is a recently carefully renovated old Austrian spa. The prices are extremely affordable: you usually pay less than a half of the usual price in one of the Slovenian spas.The rooms are very modern, clean and comfortable if a bit small. There's everything you need and even more: from a very good shampoo and a sewing kit to a nice bathrobe and slippers. The corridors are a bit tricky: you always have a feeling that you will get lost in a labyrinth. The self service buffet (breakfast+dinner) was rich and the food was nice if a little bland. The inside/outside pool complex is well designed and gives an impression of an old Roman bath. The sauna complex is nice and completely new. It provides four saunas, a cold and a warm jacuzzi. There are three jacuzzies outside, however, they did not seem very clean. An overall impression is that the sauna complex should be larger and offer more variety considering the size of the hotel.The staff is extremely helpful and friendly.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very Good and Peaceful Star Serviced Resort;5;21.09.2012;This has been a very Good Experience with this Hotel /Spa Centre .I was here for a Business Trip so I need to go to Celje , and stayed in this Hotel . Its beautifully built , good quality breakfast , good service , very Friendly staff . A little far from City but thats its all about . Very Pictureseque area around . Rimeske Toplice Railway station is very near , incase you do not carry your own Car . Very very good Pool and Jacuzzi , Excellent Services . The Only problem is with people without Car and wants to check in after 10.00 , but then they can always support you . I appreciate 5 stars !Not much around to go in but you have real natural beauty , with river flowing in front , Seems very safe , You can also find a small shopping centre to purchase some daily products . I like it and would like to return back , as per Cost its Euro 41 per night including breakfast and that was a Deal !.Stayed for 7 nights and after a business day nothing soothes you more if you have good Pool and Bath. Keep it up , Staff had been extremely friendly .;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
The Perfect Place To Relax;5;22.08.2012;Everything was perfect. From our beautiful clean room, kind staff, delicious and diverse food, pools, sauna, nature... It was amazing, we had the time of our life. We will definitely come back!!!!!!!!!! :);Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Top Quality, Will return each year;5;17.05.2012;Rimske Toplice ( Hot Spring, thermal waters) is awesome value, place is top quality and surrounded with green landscapes, which are more impressive than the Swiss's Staff at the hotel is most nicest & kind in the world, love Slovenia and this hotel, we will return for a month stay each year. Our most favorite place on earth.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Recommended for quiet weekend;4;23.04.2012;Nice mixture of old and new. Nice clean rooms, helpfull staff, clean pool. Nice buffet breakfast and dinner, great variety!! Wellness treatments are expensive (from 50 eur per session), we didn't have any of them.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Amazing Wellness;4;8.04.2012;Amazing, amazing, amazing!!!! From food, room, service, pools, staff. Everything was amazing.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very nice weekend;5;26.03.2012;Me and my boyfriend stayed in Zdraviliski dvor (***) from 23.3.2012 to 25.3.2012. We had a wonderfull time. The hotel is very nice furnished, we really liked the latin quotes and slovene translations all over the hotel walls. Our room was very spacious, clean and had a nice view. The food in the hotel was very good and tasty (but we only had one dinner). They only have one swimming pool (half inside, half outside) and two or three jacuzzis (or something like that).The staff was really nice and very welcoming. We will definately come back sometime!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Did not meet our expectations;4;8.03.2012;Me and my husband go to spa resorts at least twice a year, almost always to Slovenia. Although we already have a favorite resort, we try to visit a different one each time we go so this time it was Rimske terme. Although there is really nothing bad about them, we were still not too happy about this resort. It somehow lacked a special touch that would put it higher on the list of preferred places. The rooms are very nice, everything is new and clean, the service is good, the food is good, it could be better in hotel of such category. The swimming pool is definitely the best part, unique design and not crowded. Saunas are OK but nothing special. The resort is set in the middle of nowhere and even the cafe in the hotel closes at 10 p.m. If you like to go out in the evening the first place (Laško) is 7 km away. However, about 15 km away there is a fantastic restaurant which is worth the trip.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Still looking for it's niche;3;4.02.2012;To be honest I grabbed really good offer and stayed in this hotel for a couple of days with my wife. The rooms are small but nice, the breakfast is average but diverse, the spa is the most beautiful I've ever seen but ... If you can see there is always one 'but' in my sentence so that is what this beautiful resort very well placed in the nature is missing. Since it's running only its third year I think they still have the room for improvement - for example: what is this place meant to be ? The spa for grown ups relaxing after busy days - it's missing the atmosphere, family resort - it's missing the pools and slides for kids. I think they tend to go for the first choice but at the end you get the mixture of both. And one thing more - what todo after the dinner ?;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
crying for renovation;2;4.05.2017;we booked a bungalow in terme 3000 residence - turistièno naselje bungalovi- and it was funny.. if isnt funny then its sad.. We had a room for 2 adults and it was okay.. more 2 stars than 3.. but i wouldnt say nothing if everything would be in borders of normal. We were there for 3 days.. and we had electricity in bathroom just first day... no lights no hairdryer.. we reported that to reception.. and nobody was there to fix it... not that day.. not the other day..not the day when we went away.. in the room was so damn hot that we couldnt sleep ... we couldnt turn off the radiator.. it was like in sauna so we didnt have to go to sauna in terme 3000.. but we went to a pool.. That was really miserable... they said they will renovate hotel form may to july but it is sad that they worked and kept it open for the people to come to see that rust on mainholes in every pool in that area... it isnt such cheap experience for that trash they are selling there. I hope that it will be much better when they renovate all that area.. from bungalows to terme center. I like Prekmurje so so much.. it is the most beautiful place to be in Slovenia. Food is good.. people are awesome, very very kind.. and Im so sorry for myself for picking the Terme 3000. But Ill go back.. Ill visit it again when they renovate that cause it is difficult to me to leave it like that :) im so sorry that i dont have any photo but it was nonsense to take any photo from there.;Terme 3000;Slovenija;Spa;SlovenijaTopliceTerme3000;Kranjcheva ulica 12, Moravske Toplice 9226, Slovenia;46.683883;16.2191458
